,Idade,Demissão,Viagem de negócios,Diárias recebidas,Departamento,Distância de Casa,Escolaridade,Área de Formação,Número de contratos de trabalho na empresa,ID Funcionário,Nível de Satisfação com o ambiente de trabalho,Gênero,Salário por hora,Nível de envolvimento com o trabalho,Nível hierárquico,Cargo,Satisfação com o trabalho,Estado civil,Renda mensal,Salário Mensal,qtde de empresas que já trabalhou,Maior de idade,Faz hora extra,percentual de aumento de salário,score de performance,Satisfação nas relações Não trabalho,Jornada padrão de trabalho,opção de remaunração variável em ações,Total de anos trabalhados,Qtde de treinamentos realizados no último ano,Equilíbrio vida trabalho,Total de anos trabalhados na empresa,Anos trabalhados na função atual,Anos desde a última promoção,Anos trabalhando com o atual gestor
273,41,Sim,Viaja frequentemente,143,Vendas,4,3,Marketing,1,488,1,Masculino,56,3,2,Executivo de vendas,2,Solteiro,9355,9558,1,Sim,Não,18,3,3,80,0,8,5,3,8,7,7,7
274,50,Não,Viaja raramente,1046,Pesquisa e Desenvolvimento,10,3,EnsiNão técnico,1,491,4,Masculino,100,2,3,Reprentante de saúde,4,Solteiro,10496,2755,6,Sim,Não,15,3,4,80,0,20,2,3,4,3,1,3
275,40,Sim,Viaja raramente,575,Vendas,22,2,Marketing,1,492,3,Masculino,68,2,2,Executivo de vendas,3,Casado,6380,6110,2,Sim,Sim,12,3,1,80,2,8,6,3,6,4,1,0
276,31,Não,Viaja raramente,408,Pesquisa e Desenvolvimento,9,4,Ciências Humanas,1,493,3,Masculino,42,2,1,Pesquisador cientista,2,Solteiro,2657,7551,0,Sim,Sim,16,3,4,80,0,3,5,3,2,2,2,2
277,35,Não,Viaja raramente,755,Pesquisa e Desenvolvimento,9,4,Ciências Humanas,1,496,3,Masculino,97,2,2,Reprentante de saúde,2,Solteiro,6540,19394,9,Sim,Não,19,3,3,80,0,10,5,3,1,1,0,0
278,49,Não,Viaja raramente,1261,Pesquisa e Desenvolvimento,7,3,Outras,1,499,2,Masculino,31,2,3,Reprentante de saúde,3,Solteiro,10965,12066,8,Sim,Não,24,4,3,80,0,26,2,3,5,2,0,0
279,51,Não,Viaja raramente,1178,Vendas,14,2,Ciências Humanas,1,500,3,Feminino,87,3,2,Executivo de vendas,4,Casado,4936,14862,4,Sim,Não,11,3,3,80,1,18,2,2,7,7,0,7
280,36,Não,Viaja raramente,329,Pesquisa e Desenvolvimento,2,3,Ciências Humanas,1,501,4,Feminino,96,3,1,Pesquisador cientista,3,Casado,2543,11868,4,Sim,Não,13,3,2,80,1,6,3,3,2,2,2,2
281,34,Sim,Não Viaja,1362,Vendas,19,3,Marketing,1,502,1,Masculino,67,4,2,Executivo de vendas,4,Solteiro,5304,4652,8,Sim,Sim,13,3,2,80,0,9,3,2,5,2,0,4
282,55,Não,Viaja raramente,1311,Pesquisa e Desenvolvimento,2,3,Ciências Humanas,1,505,3,Feminino,97,3,4,Gerente,4,Solteiro,16659,23258,2,Sim,Sim,13,3,3,80,0,30,2,3,5,4,1,2
283,36,Não,Viaja raramente,164,Vendas,2,2,Ciências Médicas,1,513,2,Masculino,61,2,3,Executivo de vendas,3,Casado,7596,3809,1,Sim,Não,13,3,2,80,2,10,2,3,10,9,9,0
284,37,Não,Viaja raramente,1107,Pesquisa e Desenvolvimento,14,3,Ciências Humanas,1,515,4,Feminino,95,3,1,Técnico de Laboratório,1,Divorciado,3034,26914,1,Sim,Não,12,3,3,80,1,18,2,2,18,7,12,17
285,40,Não,Viaja raramente,759,Vendas,2,2,Marketing,1,516,4,Feminino,46,3,2,Executivo de vendas,2,Divorciado,5715,22553,7,Sim,Não,12,3,3,80,2,8,5,3,5,4,1,3
286,42,Não,Viaja raramente,201,Pesquisa e Desenvolvimento,1,4,Ciências Humanas,1,517,2,Feminino,95,3,1,Técnico de Laboratório,1,Divorciado,2576,20490,3,Sim,Não,16,3,2,80,1,8,5,3,5,2,1,2
287,37,Não,Viaja raramente,1305,Pesquisa e Desenvolvimento,10,4,Ciências Humanas,1,518,3,Masculino,49,3,2,Diretor de manufatura,2,Solteiro,4197,21123,2,Sim,Sim,12,3,4,80,0,18,2,2,1,0,0,1
288,43,Não,Viaja raramente,982,Pesquisa e Desenvolvimento,12,3,Ciências Humanas,1,520,1,Masculino,59,2,4,Diretor de pesquisa,2,Divorciado,14336,4345,1,Sim,Não,11,3,3,80,1,25,3,3,25,10,3,9
289,40,Não,Viaja raramente,555,Pesquisa e Desenvolvimento,2,3,Ciências Médicas,1,521,2,Feminino,78,2,2,Técnico de Laboratório,3,Casado,3448,13436,6,Sim,Não,22,4,2,80,1,20,3,3,1,0,0,0
290,54,Não,Viaja raramente,821,Pesquisa e Desenvolvimento,5,2,Ciências Médicas,1,522,1,Masculino,86,3,5,Diretor de pesquisa,1,Casado,19406,8509,4,Sim,Não,11,3,3,80,1,24,4,2,4,2,1,2
291,34,Não,Não Viaja,1381,Vendas,4,4,Marketing,1,523,3,Feminino,72,3,2,Executivo de vendas,3,Casado,6538,12740,9,Sim,Não,15,3,1,80,1,6,3,3,3,2,1,2
292,31,Não,Viaja raramente,480,Pesquisa e Desenvolvimento,7,2,Ciências Médicas,1,524,2,Feminino,31,3,2,Diretor de manufatura,1,Casado,4306,4156,1,Sim,Não,12,3,2,80,1,13,5,1,13,10,3,12
293,43,Não,Viaja frequentemente,313,Pesquisa e Desenvolvimento,21,3,Ciências Médicas,1,525,4,Masculino,61,3,1,Técnico de Laboratório,4,Casado,2258,15238,7,Sim,Não,20,4,1,80,1,8,1,3,3,2,1,2
294,43,Não,Viaja raramente,1473,Pesquisa e Desenvolvimento,8,4,Outras,1,526,3,Feminino,74,3,2,Reprentante de saúde,3,Divorciado,4522,2227,4,Sim,Sim,14,3,4,80,0,8,3,3,5,2,0,2
295,37,Não,Não Viaja,1063,Pesquisa e Desenvolvimento,25,5,Ciências Médicas,1,529,2,Feminino,72,3,2,Pesquisador cientista,3,Casado,4449,23866,3,Sim,Sim,15,3,1,80,2,15,2,3,13,11,10,7
296,31,Não,Viaja raramente,329,Pesquisa e Desenvolvimento,1,2,Ciências Humanas,1,530,4,Masculino,98,2,1,Técnico de Laboratório,1,Casado,2218,16193,1,Sim,Não,12,3,3,80,1,4,3,3,4,2,3,2
297,39,Não,Viaja frequentemente,1218,Pesquisa e Desenvolvimento,1,1,Ciências Humanas,1,531,2,Masculino,52,3,5,Gerente,3,Divorciado,19197,8213,1,Sim,Sim,14,3,3,80,1,21,3,3,21,8,1,6
298,56,Não,Viaja frequentemente,906,Vendas,6,3,Ciências Humanas,1,532,3,Feminino,86,4,4,Executivo de vendas,1,Casado,13212,18256,9,Sim,Não,11,3,4,80,3,36,0,2,7,7,7,7
299,41,Não,Viaja raramente,645,Vendas,1,3,Marketing,1,534,2,Masculino,49,4,3,Executivo de vendas,1,Casado,8392,19566,1,Sim,Não,16,3,3,80,1,10,2,3,10,7,0,7
300,52,Não,Viaja raramente,319,Pesquisa e Desenvolvimento,3,3,Ciências Médicas,1,543,4,Masculino,39,2,3,Diretor de manufatura,3,Casado,7969,19609,2,Sim,Sim,14,3,3,80,0,28,4,3,5,4,0,4
301,45,Não,Viaja raramente,192,Pesquisa e Desenvolvimento,10,2,Ciências Humanas,1,544,1,Masculino,69,3,1,Pesquisador cientista,4,Casado,2654,9655,3,Sim,Não,21,4,4,80,2,8,3,2,2,2,0,2
302,52,Não,Viaja raramente,1490,Pesquisa e Desenvolvimento,4,2,Ciências Humanas,1,546,4,Feminino,30,3,4,Gerente,4,Casado,16555,10310,2,Sim,Não,13,3,4,80,0,31,2,1,5,2,1,4
303,42,Não,Viaja frequentemente,532,Pesquisa e Desenvolvimento,29,2,Ciências Humanas,1,547,1,Feminino,92,3,2,Pesquisador cientista,3,Divorciado,4556,12932,2,Sim,Não,11,3,2,80,1,19,3,3,5,4,0,2
304,60,Não,Viaja raramente,422,Pesquisa e Desenvolvimento,7,3,Ciências Humanas,1,549,1,Feminino,41,3,5,Gerente,1,Casado,19566,3854,5,Sim,Não,11,3,4,80,0,33,5,1,29,8,11,10
305,46,Não,Viaja raramente,1485,Pesquisa e Desenvolvimento,18,3,Ciências Médicas,1,550,3,Feminino,87,3,2,Diretor de manufatura,3,Divorciado,4810,26314,2,Sim,Não,14,3,3,80,1,19,5,2,10,7,0,8
306,42,Não,Viaja frequentemente,1368,Pesquisa e Desenvolvimento,28,4,EnsiNão técnico,1,551,4,Feminino,88,2,2,Reprentante de saúde,4,Casado,4523,4386,0,Sim,Não,11,3,4,80,3,7,4,4,6,5,0,4
307,34,Sim,Viaja frequentemente,296,Vendas,6,2,Marketing,1,555,4,Feminino,33,1,1,Representante de vendas,3,Divorciado,2351,12253,0,Sim,Não,16,3,4,80,1,3,3,2,2,2,1,0
308,38,Não,Viaja frequentemente,1490,Pesquisa e Desenvolvimento,2,2,Ciências Humanas,1,556,4,Masculino,42,3,1,Técnico de Laboratório,4,Casado,1702,12106,1,Sim,Sim,23,4,3,80,1,1,3,3,1,0,0,0
309,40,Não,Viaja raramente,1398,Vendas,2,4,Ciências Humanas,1,558,3,Feminino,79,3,5,Gerente,3,Casado,18041,13022,0,Sim,Não,14,3,4,80,0,21,2,3,20,15,1,12
310,57,Não,Viaja raramente,210,Vendas,29,3,Marketing,1,568,1,Masculino,56,2,4,Gerente,4,Divorciado,14118,22102,3,Sim,Não,12,3,3,80,1,32,3,2,1,0,0,0
311,50,Não,Viaja raramente,1099,Pesquisa e Desenvolvimento,29,4,Ciências Humanas,1,569,2,Masculino,88,2,4,Gerente,3,Casado,17046,9314,0,Sim,Não,15,3,2,80,1,28,2,3,27,10,15,7
312,60,Não,Viaja frequentemente,1499,Vendas,28,3,Marketing,1,573,3,Feminino,80,2,3,Executivo de vendas,1,Casado,10266,2845,4,Sim,Não,19,3,4,80,0,22,5,4,18,13,13,11
313,47,Não,Viaja raramente,983,Pesquisa e Desenvolvimento,2,2,Ciências Médicas,1,574,1,Feminino,65,3,2,Diretor de manufatura,4,Divorciado,5070,7389,5,Sim,Não,13,3,3,80,3,20,2,3,5,0,0,4
314,46,Não,Viaja raramente,1009,Pesquisa e Desenvolvimento,2,3,Ciências Humanas,1,575,1,Masculino,51,3,4,Diretor de pesquisa,3,Casado,17861,2288,6,Sim,Não,13,3,3,80,0,26,2,1,3,2,0,1
315,35,Não,Viaja raramente,144,Pesquisa e Desenvolvimento,22,3,Ciências Humanas,1,577,4,Masculino,46,1,1,Técnico de Laboratório,3,Solteiro,4230,19225,0,Sim,Não,15,3,3,80,0,6,2,3,5,4,4,3
316,54,Não,Viaja raramente,548,Pesquisa e Desenvolvimento,8,4,Ciências Humanas,1,578,3,Feminino,42,3,2,Técnico de Laboratório,3,Solteiro,3780,23428,7,Sim,Não,11,3,3,80,0,19,3,3,1,0,0,0
317,34,Não,Viaja raramente,1303,Pesquisa e Desenvolvimento,2,4,Ciências Humanas,1,579,4,Masculino,62,2,1,Pesquisador cientista,3,Divorciado,2768,8416,3,Sim,Não,12,3,3,80,1,14,3,3,7,3,5,7
318,46,Não,Viaja raramente,1125,Vendas,10,3,Marketing,1,580,3,Feminino,94,2,3,Executivo de vendas,4,Casado,9071,11563,2,Sim,Sim,19,3,3,80,1,15,3,3,3,2,1,2
319,31,Não,Viaja raramente,1274,Pesquisa e Desenvolvimento,9,1,Ciências Humanas,1,581,3,Masculino,33,3,3,Diretor de manufatura,2,Divorciado,10648,14394,1,Sim,Não,25,4,4,80,1,13,6,4,13,8,0,8
320,33,Sim,Viaja raramente,1277,Pesquisa e Desenvolvimento,15,1,Ciências Médicas,1,582,2,Masculino,56,3,3,Gerente,3,Casado,13610,24619,7,Sim,Sim,12,3,4,80,0,15,2,4,7,6,7,7
321,33,Sim,Viaja raramente,587,Pesquisa e Desenvolvimento,10,1,Ciências Médicas,1,584,1,Masculino,38,1,1,Técnico de Laboratório,4,Divorciado,3408,6705,7,Sim,Não,13,3,1,80,3,8,2,3,4,3,1,3
322,35,Não,Viaja raramente,1276,Pesquisa e Desenvolvimento,16,3,Ciências Humanas,1,586,4,Masculino,72,3,3,Reprentante de saúde,3,Casado,7632,14295,4,Sim,Sim,12,3,3,80,0,10,2,3,8,7,0,0
323,31,Sim,Viaja frequentemente,534,Pesquisa e Desenvolvimento,20,3,Ciências Humanas,1,587,1,Masculino,66,3,3,Reprentante de saúde,3,Casado,9824,22908,3,Sim,Não,12,3,1,80,0,12,2,3,1,0,0,0
324,34,Sim,Viaja frequentemente,988,Recursos HumaNãos,23,3,Recursos HumaNãos,1,590,2,Feminino,43,3,3,Recursos HumaNãos,1,Divorciado,9950,11533,9,Sim,Sim,15,3,3,80,3,11,2,3,3,2,0,2
325,42,Não,Viaja frequentemente,1474,Pesquisa e Desenvolvimento,5,2,Outras,1,591,2,Masculino,97,3,1,Técnico de Laboratório,3,Casado,2093,9260,4,Sim,Não,17,3,4,80,1,8,4,3,2,2,2,0
326,36,Não,Não Viaja,635,Vendas,10,4,Ciências Médicas,1,592,2,Masculino,32,3,3,Executivo de vendas,4,Solteiro,9980,15318,1,Sim,Não,14,3,4,80,0,10,3,2,10,3,9,7
327,48,Não,Viaja raramente,163,Vendas,2,5,Marketing,1,595,2,Feminino,37,3,2,Executivo de vendas,4,Casado,4051,19658,2,Sim,Não,14,3,1,80,1,14,2,3,9,7,6,7
328,55,Não,Viaja raramente,1117,Vendas,18,5,Ciências Humanas,1,597,1,Feminino,83,3,4,Gerente,2,Solteiro,16835,9873,3,Sim,Não,23,4,4,80,0,37,2,3,10,9,7,7
329,41,Não,Não Viaja,267,Vendas,10,2,Ciências Humanas,1,599,4,Masculino,56,3,2,Executivo de vendas,4,Solteiro,6230,13430,7,Sim,Não,14,3,4,80,0,16,3,3,14,3,1,10
330,35,Não,Viaja raramente,619,Vendas,1,3,Marketing,1,600,2,Masculino,85,3,2,Executivo de vendas,3,Casado,4717,18659,9,Sim,Não,11,3,3,80,0,15,2,3,11,9,6,9
331,40,Não,Viaja raramente,302,Pesquisa e Desenvolvimento,6,3,Ciências Humanas,1,601,2,Feminino,75,3,4,Diretor de manufatura,3,Solteiro,13237,20364,7,Sim,Não,15,3,3,80,0,22,3,3,20,6,5,13
332,39,Não,Viaja frequentemente,443,Pesquisa e Desenvolvimento,8,1,Ciências Humanas,1,602,3,Feminino,48,3,1,Técnico de Laboratório,3,Casado,3755,17872,1,Sim,Não,11,3,1,80,1,8,3,3,8,3,0,7
333,31,Não,Viaja raramente,828,Vendas,2,1,Ciências Humanas,1,604,2,Masculino,77,3,2,Executivo de vendas,4,Solteiro,6582,8346,4,Sim,Sim,13,3,3,80,0,10,2,4,6,5,0,5
334,42,Não,Viaja raramente,319,Pesquisa e Desenvolvimento,24,3,Ciências Médicas,1,605,4,Masculino,56,3,3,Diretor de manufatura,1,Casado,7406,6950,1,Sim,Sim,21,4,4,80,1,10,5,2,10,9,5,8
335,45,Não,Viaja raramente,561,Vendas,2,3,Outras,1,606,4,Masculino,61,3,2,Executivo de vendas,2,Casado,4805,16177,0,Sim,Não,19,3,2,80,1,9,3,4,8,7,3,7
336,33,Não,Viaja raramente,922,Pesquisa e Desenvolvimento,1,5,Ciências Médicas,1,612,1,Feminino,95,4,4,Diretor de pesquisa,3,Divorciado,16184,22578,4,Sim,Não,19,3,3,80,1,10,2,3,6,1,0,5
337,31,Não,Viaja raramente,688,Vendas,7,3,Ciências Humanas,1,613,3,Masculino,44,2,3,Gerente,4,Divorciado,11557,25291,9,Sim,Não,21,4,3,80,1,10,3,2,5,4,0,1
338,40,Não,Não Viaja,1094,Vendas,28,3,Outras,1,615,3,Masculino,58,1,3,Executivo de vendas,1,Divorciado,10932,11373,3,Sim,Não,15,3,3,80,1,20,2,3,1,0,0,1
339,41,Não,Não Viaja,509,Pesquisa e Desenvolvimento,2,4,Outras,1,616,1,Feminino,62,2,2,Reprentante de saúde,3,Solteiro,6811,2112,2,Sim,Sim,17,3,1,80,0,10,3,3,8,7,0,7
340,35,Não,Viaja raramente,195,Vendas,1,3,Ciências Médicas,1,620,1,Feminino,80,3,2,Executivo de vendas,3,Solteiro,4859,6698,1,Sim,Não,16,3,4,80,0,5,3,3,5,4,0,3
341,34,Não,Viaja raramente,258,Vendas,21,4,Ciências Humanas,1,621,4,Masculino,74,4,2,Executivo de vendas,4,Solteiro,5337,19921,1,Sim,Não,12,3,4,80,0,10,3,3,10,7,5,7
342,37,Não,Viaja raramente,799,Pesquisa e Desenvolvimento,1,3,EnsiNão técnico,1,623,2,Feminino,59,3,3,Diretor de manufatura,4,Solteiro,7491,23848,4,Sim,Não,17,3,4,80,0,12,3,4,6,5,1,2
343,46,Não,Viaja frequentemente,1034,Pesquisa e Desenvolvimento,18,1,Ciências Médicas,1,624,1,Feminino,86,3,3,Reprentante de saúde,3,Casado,10527,8984,5,Sim,Não,11,3,4,80,0,28,3,2,2,2,1,2
344,41,Não,Viaja raramente,1276,Vendas,2,5,Ciências Humanas,1,625,2,Feminino,91,3,4,Gerente,1,Casado,16595,5626,7,Sim,Não,16,3,2,80,1,22,2,3,18,16,11,8
345,37,Não,Não Viaja,142,Vendas,9,4,Ciências Médicas,1,626,1,Masculino,69,3,3,Executivo de vendas,2,Divorciado,8834,24666,1,Sim,Não,13,3,4,80,1,9,6,3,9,5,7,7
346,52,Não,Viaja raramente,956,Pesquisa e Desenvolvimento,6,2,EnsiNão técnico,1,630,4,Masculino,78,3,2,Pesquisador cientista,1,Divorciado,5577,22087,3,Sim,Sim,12,3,2,80,2,18,3,3,10,9,6,9
347,32,Sim,Não Viaja,1474,Vendas,11,4,Outras,1,631,4,Masculino,60,4,2,Executivo de vendas,3,Casado,4707,23914,8,Sim,Não,12,3,4,80,0,6,2,3,4,2,1,2
348,38,Não,Viaja raramente,1495,Pesquisa e Desenvolvimento,10,3,Ciências Médicas,1,634,3,Feminino,76,3,2,Reprentante de saúde,3,Casado,9824,22174,3,Sim,Não,19,3,3,80,1,18,4,3,1,0,0,0
349,37,Não,Viaja raramente,446,Pesquisa e Desenvolvimento,1,4,Ciências Humanas,1,635,2,Feminino,65,3,2,Diretor de manufatura,2,Casado,6447,15701,6,Sim,Não,12,3,2,80,1,8,2,2,6,5,4,3
350,49,Não,Viaja raramente,1245,Pesquisa e Desenvolvimento,18,4,Ciências Humanas,1,638,4,Masculino,58,2,5,Diretor de pesquisa,3,Divorciado,19502,2125,1,Sim,Sim,17,3,3,80,1,31,5,3,31,9,0,9
351,50,Não,Viaja frequentemente,1246,Recursos HumaNãos,3,3,Ciências Médicas,1,644,1,Masculino,99,3,5,Gerente,2,Casado,18200,7999,1,Sim,Não,11,3,3,80,1,32,2,3,32,5,10,7
352,34,Não,Viaja raramente,254,Pesquisa e Desenvolvimento,1,2,Ciências Humanas,1,649,2,Masculino,83,2,1,Pesquisador cientista,4,Casado,3622,22794,1,Sim,Sim,13,3,4,80,1,6,3,3,6,5,1,3
353,31,Sim,Viaja raramente,1365,Vendas,13,4,Ciências Médicas,1,650,2,Masculino,46,3,2,Executivo de vendas,1,Divorciado,4233,11512,2,Sim,Não,17,3,3,80,0,9,2,1,3,1,1,2
354,35,Não,Viaja raramente,538,Pesquisa e Desenvolvimento,25,2,Outras,1,652,1,Masculino,54,2,2,Técnico de Laboratório,4,Solteiro,3681,14004,4,Sim,Não,14,3,4,80,0,9,3,3,3,2,0,2
355,31,Não,Viaja raramente,525,Vendas,6,4,Ciências Médicas,1,653,1,Masculino,66,4,2,Executivo de vendas,4,Divorciado,5460,6219,4,Sim,Não,22,4,4,80,2,13,4,4,7,7,5,7
356,37,Não,Viaja raramente,558,Vendas,2,3,Marketing,1,656,4,Masculino,75,3,2,Executivo de vendas,3,Casado,9602,3010,4,Sim,Sim,11,3,3,80,1,17,3,2,3,0,1,0
357,42,Não,Viaja raramente,622,Pesquisa e Desenvolvimento,2,4,Ciências Humanas,1,659,3,Feminino,81,3,2,Reprentante de saúde,4,Casado,4089,5718,1,Sim,Não,13,3,2,80,2,10,4,3,10,2,2,2
358,43,Não,Viaja raramente,782,Pesquisa e Desenvolvimento,6,4,Outras,1,661,2,Masculino,50,2,4,Diretor de pesquisa,4,Divorciado,16627,2671,4,Sim,Sim,14,3,3,80,1,21,3,2,1,0,0,0
359,38,Não,Viaja raramente,362,Pesquisa e Desenvolvimento,1,1,Ciências Humanas,1,662,3,Feminino,43,3,1,Pesquisador cientista,1,Solteiro,2619,14561,3,Sim,Não,17,3,4,80,0,8,3,2,0,0,0,0
360,43,Não,Viaja frequentemente,1001,Pesquisa e Desenvolvimento,9,5,Ciências Médicas,1,663,4,Masculino,72,3,2,Técnico de Laboratório,3,Divorciado,5679,19627,3,Sim,Sim,13,3,2,80,1,10,3,3,8,7,4,7
361,48,Não,Viaja raramente,1236,Pesquisa e Desenvolvimento,1,4,Ciências Humanas,1,664,4,Feminino,40,2,4,Gerente,1,Casado,15402,17997,7,Sim,Não,11,3,1,80,1,21,3,1,3,2,0,2
362,44,Não,Viaja raramente,1112,Recursos HumaNãos,1,4,Ciências Humanas,1,665,1,Feminino,50,2,2,Recursos HumaNãos,3,Solteiro,5985,26894,4,Sim,Não,11,3,2,80,0,10,1,4,2,2,0,2
363,34,Não,Viaja raramente,204,Vendas,14,3,EnsiNão técnico,1,666,3,Feminino,31,3,1,Representante de vendas,3,Divorciado,2579,2912,1,Sim,Sim,18,3,4,80,2,8,3,3,8,2,0,6
364,44,Não,Viaja raramente,1315,Pesquisa e Desenvolvimento,3,4,Outras,1,671,4,Masculino,35,3,5,Gerente,4,Casado,19513,9358,4,Sim,Sim,12,3,1,80,1,26,2,4,2,2,0,1
365,33,Não,Viaja raramente,1216,Vendas,8,4,Marketing,1,677,3,Masculino,39,3,2,Executivo de vendas,3,Divorciado,7104,20431,0,Sim,Não,12,3,4,80,0,6,3,3,5,0,1,2
366,32,Não,Viaja raramente,646,Pesquisa e Desenvolvimento,9,4,Ciências Humanas,1,679,1,Feminino,92,3,2,Pesquisador cientista,4,Casado,6322,18089,1,Sim,Sim,12,3,4,80,1,6,2,2,6,4,0,5
367,53,Não,Viaja raramente,238,Vendas,1,1,Ciências Médicas,1,682,4,Feminino,34,3,2,Executivo de vendas,1,Solteiro,8381,7507,7,Sim,Não,20,4,4,80,0,18,2,4,14,7,8,10
368,34,Não,Viaja raramente,1397,Pesquisa e Desenvolvimento,1,5,Ciências Humanas,1,683,2,Masculino,42,3,1,Pesquisador cientista,4,Casado,2691,7660,1,Sim,Não,12,3,4,80,1,10,4,2,10,9,8,8
369,45,Sim,Viaja frequentemente,306,Vendas,26,4,Ciências Humanas,1,684,1,Feminino,100,3,2,Executivo de vendas,1,Casado,4286,5630,2,Sim,Não,14,3,4,80,2,5,4,3,1,1,0,0
370,37,Não,Viaja raramente,482,Pesquisa e Desenvolvimento,3,3,Outras,1,689,3,Masculino,36,3,3,Diretor de manufatura,3,Casado,9434,9606,1,Sim,Não,15,3,3,80,1,10,2,3,10,7,7,8
371,35,Não,Viaja raramente,1017,Pesquisa e Desenvolvimento,6,4,Ciências Humanas,1,691,2,Masculino,82,1,2,Pesquisador cientista,4,Solteiro,6646,19368,1,Sim,Não,13,3,2,80,0,17,3,3,17,11,11,8
372,33,Não,Viaja frequentemente,1296,Pesquisa e Desenvolvimento,6,3,Ciências Humanas,1,692,3,Masculino,30,3,2,Reprentante de saúde,4,Divorciado,7725,5335,3,Sim,Não,23,4,3,80,1,15,2,1,13,11,4,7
373,54,Não,Viaja raramente,397,Recursos HumaNãos,19,4,Ciências Médicas,1,698,3,Masculino,88,3,3,Recursos HumaNãos,2,Casado,10725,6729,2,Sim,Não,15,3,3,80,1,16,1,4,9,7,7,1
374,36,Não,Viaja raramente,913,Pesquisa e Desenvolvimento,9,2,Ciências Médicas,1,699,2,Masculino,48,2,2,Diretor de manufatura,2,Divorciado,8847,13934,2,Sim,Sim,11,3,3,80,1,13,2,3,3,2,0,2
375,33,Sim,Viaja frequentemente,1076,Pesquisa e Desenvolvimento,3,3,Ciências Humanas,1,702,1,Masculino,70,3,1,Pesquisador cientista,1,Solteiro,3348,3164,1,Sim,Sim,11,3,1,80,0,10,3,3,10,8,9,7
376,35,Não,Não Viaja,727,Pesquisa e Desenvolvimento,3,3,Ciências Humanas,1,704,3,Masculino,41,2,1,Técnico de Laboratório,3,Casado,1281,16900,1,Sim,Não,18,3,3,80,2,1,3,3,1,0,0,0
377,38,Não,Viaja raramente,243,Vendas,7,4,Marketing,1,709,4,Feminino,46,2,2,Executivo de vendas,4,Solteiro,4028,7791,0,Sim,Não,20,4,1,80,0,8,2,3,7,7,0,5
378,48,Não,Viaja raramente,817,Vendas,2,1,Marketing,1,712,2,Masculino,56,4,2,Executivo de vendas,2,Casado,8120,18597,3,Sim,Não,12,3,4,80,0,12,3,3,2,2,2,2
379,37,Não,Viaja raramente,1225,Pesquisa e Desenvolvimento,10,2,Ciências Humanas,1,715,4,Masculino,80,4,1,Pesquisador cientista,4,Solteiro,4680,15232,3,Sim,Não,17,3,1,80,0,4,2,3,1,0,0,0
380,50,Não,Viaja raramente,1207,Pesquisa e Desenvolvimento,28,1,Ciências Médicas,1,716,4,Masculino,74,4,1,Técnico de Laboratório,3,Casado,3221,3297,1,Sim,Sim,11,3,3,80,3,20,3,3,20,8,3,8
381,34,Não,Viaja raramente,1442,Pesquisa e Desenvolvimento,9,3,Ciências Médicas,1,717,4,Feminino,46,2,3,Reprentante de saúde,2,Solteiro,8621,17654,1,Sim,Não,14,3,2,80,0,9,3,4,8,7,7,7
382,39,Não,Viaja raramente,408,Pesquisa e Desenvolvimento,2,4,EnsiNão técnico,1,721,4,Feminino,80,2,2,Reprentante de saúde,3,Solteiro,4553,20978,1,Sim,Não,11,3,1,80,0,20,4,3,20,7,11,10
383,32,Não,Viaja raramente,929,Vendas,10,3,Marketing,1,722,4,Masculino,55,3,2,Executivo de vendas,4,Solteiro,5396,21703,1,Sim,Não,12,3,4,80,0,10,2,2,10,7,0,8
384,50,Sim,Viaja frequentemente,562,Vendas,8,2,EnsiNão técnico,1,723,2,Masculino,50,3,2,Executivo de vendas,3,Casado,6796,23452,3,Sim,Sim,14,3,1,80,1,18,4,3,4,3,1,3
385,38,Não,Viaja raramente,827,Pesquisa e Desenvolvimento,1,4,Ciências Humanas,1,724,2,Feminino,33,4,2,Reprentante de saúde,4,Solteiro,7625,19383,0,Sim,Não,13,3,3,80,0,10,4,2,9,7,1,8
386,32,Não,Viaja raramente,1018,Pesquisa e Desenvolvimento,3,2,Ciências Humanas,1,727,3,Feminino,39,3,3,Diretor de pesquisa,4,Solteiro,11159,19373,3,Sim,Não,15,3,4,80,0,10,6,3,7,7,7,7
387,47,Não,Viaja raramente,703,Vendas,14,4,Marketing,1,728,4,Masculino,42,3,2,Executivo de vendas,1,Solteiro,4960,11825,2,Sim,Não,12,3,4,80,0,20,2,3,7,7,1,7
388,40,Não,Viaja frequentemente,580,Vendas,5,4,Ciências Humanas,1,729,4,Masculino,48,2,3,Executivo de vendas,1,Casado,10475,23772,5,Sim,Sim,21,4,3,80,1,20,2,3,18,13,1,12
389,53,Não,Viaja raramente,970,Pesquisa e Desenvolvimento,7,3,Ciências Humanas,1,730,3,Masculino,59,4,4,Diretor de pesquisa,3,Casado,14814,13514,3,Sim,Não,19,3,3,80,0,32,3,3,5,1,1,3
390,41,Não,Viaja raramente,427,Recursos HumaNãos,10,4,Recursos HumaNãos,1,731,2,Masculino,73,2,5,Gerente,4,Divorciado,19141,8861,3,Sim,Não,15,3,2,80,3,23,2,2,21,6,12,6
391,60,Não,Viaja raramente,1179,Vendas,16,4,Marketing,1,732,1,Masculino,84,3,2,Executivo de vendas,1,Solteiro,5405,11924,8,Sim,Não,14,3,4,80,0,10,1,3,2,2,2,2
